year,SupplierName,Product,lead_time_real_promedio,lead_time_teorico_promedio,desviacion_promedio,num_pedidos
2016,Proveedor 479,MP025538,19.0,45.0,-26.0,1
2016,Proveedor 479,MP02554,32.285714285714285,45.0,-12.714285714285714,7
2016,Proveedor 479,MP025541,20.0,45.0,-25.0,1
2016,Proveedor 479,MP025543,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025547,22.5,45.0,-22.5,2
2016,Proveedor 479,MP025549,25.0,45.0,-20.0,1
2016,Proveedor 479,MP025550,41.5,45.0,-3.5,2
2016,Proveedor 479,MP025551,40.0,45.0,-5.0,1
2016,Proveedor 479,MP025552,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025555,30.0,45.0,-15.0,1
2016,Proveedor 479,MP025556,30.0,45.0,-15.0,1
2016,Proveedor 479,MP025560,45.0,45.0,0.0,1
2016,Proveedor 479,MP025561,46.0,45.0,1.0,1
2016,Proveedor 479,MP025562,20.0,45.0,-25.0,1
2016,Proveedor 479,MP025563,30.0,45.0,-15.0,1
2016,Proveedor 479,MP025582,45.0,45.0,0.0,1
2016,Proveedor 479,MP025584,15.0,45.0,-30.0,1
2016,Proveedor 479,MP025587,22.0,45.0,-23.0,1
2016,Proveedor 479,MP02559,28.75,45.0,-16.25,8
2016,Proveedor 479,MP025590,22.0,45.0,-23.0,1
2016,Proveedor 479,MP025591,14.0,45.0,-31.0,1
2016,Proveedor 479,MP025594,14.0,45.0,-31.0,1
2016,Proveedor 479,MP025595,45.0,45.0,0.0,1
2016,Proveedor 479,MP025597,45.0,45.0,0.0,1
2016,Proveedor 479,MP025598,45.0,45.0,0.0,1
2016,Proveedor 479,MP025599,59.0,45.0,14.0,1
2016,Proveedor 479,MP025604,59.0,45.0,14.0,1
2016,Proveedor 479,MP025608,59.0,45.0,14.0,1
2016,Proveedor 479,MP025612,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025615,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025619,25.0,45.0,-20.0,1
2016,Proveedor 479,MP025627,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025628,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025638,39.0,45.0,-6.0,1
2016,Proveedor 479,MP025647,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025650,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025657,57.0,45.0,12.0,1
2016,Proveedor 479,MP025664,59.0,45.0,14.0,1
2016,Proveedor 479,MP025668,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025670,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025672,59.0,45.0,14.0,1
2016,Proveedor 479,MP025673,59.0,45.0,14.0,1
2016,Proveedor 479,MP025681,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025686,59.0,45.0,14.0,1
2016,Proveedor 479,MP025688,59.0,45.0,14.0,1
2016,Proveedor 479,MP025690,19.0,45.0,-26.0,1
2016,Proveedor 479,MP025691,39.0,45.0,-6.0,1
2016,Proveedor 479,MP025699,59.0,45.0,14.0,1
2016,Proveedor 479,MP025707,39.0,45.0,-6.0,1
2016,Proveedor 479,MP025710,59.0,45.0,14.0,1
2016,Proveedor 479,MP025718,39.0,45.0,-6.0,1
2016,Proveedor 479,MP02578,27.2,45.0,-17.8,5
2016,Proveedor 479,MP02593,33.916666666666664,45.0,-11.083333333333334,12
2016,Proveedor 479,MP02594,23.8,45.0,-21.2,5
2016,Proveedor 479,MP02595,30.714285714285715,45.0,-14.285714285714286,7
2016,Proveedor 479,MP029181,30.0,45.0,-15.0,1
2016,Proveedor 479,MP07001,36.75,45.0,-8.25,4
2016,Proveedor 479,MP07002,37.833333333333336,45.0,-7.166666666666667,6
2016,Proveedor 479,MP07003,21.0,45.0,-24.0,3
2016,Proveedor 479,MP07012,22.5,45.0,-22.5,2
2016,Proveedor 479,MP07013,34.4,45.0,-10.6,5
2016,Proveedor 479,MP07014,35.75,45.0,-9.25,4
2016,Proveedor 479,MP07015,24.5,45.0,-20.5,4
2016,Proveedor 479,MP07016,33.8,45.0,-11.2,5
2016,Proveedor 479,MP07017,27.928571428571427,45.0,-17.071428571428573,14
2016,Proveedor 479,MP07018,27.8,45.0,-17.2,5
2016,Proveedor 479,MP07019,42.25,45.0,-2.75,4
2016,Proveedor 479,MP07024,20.0,45.0,-25.0,3
2016,Proveedor 479,MP07027,33.18181818181818,45.0,-11.818181818181818,11
2016,Proveedor 479,MP07030,54.0,45.0,9.0,1
2016,Proveedor 479,MP07032,35.0,45.0,-10.0,3
2016,Proveedor 479,MP07033,27.0,45.0,-18.0,4
2016,Proveedor 479,MP07034,22.0,45.0,-23.0,1
2016,Proveedor 479,MP07035,33.5,45.0,-11.5,2
2016,Proveedor 479,MP07036,20.0,45.0,-25.0,1
2016,Proveedor 479,MP07039,27.166666666666668,45.0,-17.833333333333332,6
2016,Proveedor 479,MP07040,40.44444444444444,45.0,-4.555555555555555,9
2016,Proveedor 479,MP07041,21.166666666666668,45.0,-23.833333333333332,6
2016,Proveedor 479,MP07042,23.666666666666668,45.0,-21.333333333333332,3
2016,Proveedor 479,MP07047,54.0,45.0,9.0,1
2016,Proveedor 479,MP07052,14.0,45.0,-31.0,1
2016,Proveedor 479,MP07057,20.0,45.0,-25.0,2
2016,Proveedor 479,MP07068,46.0,45.0,1.0,1
2016,Proveedor 479,MP07070,20.5,45.0,-24.5,4
2016,Proveedor 479,MP07071,40.0,45.0,-5.0,1
2016,Proveedor 479,MP07078,59.0,45.0,14.0,1
2016,Proveedor 479,MP07086,24.857142857142858,45.0,-20.142857142857142,7
2016,Proveedor 479,MP07088,27.5,45.0,-17.5,2
2016,Proveedor 479,MP07089,39.666666666666664,45.0,-5.333333333333333,3
2016,Proveedor 479,MP07112,30.0,45.0,-15.0,2
2016,Proveedor 479,MP07115,29.0,45.0,-16.0,2
2016,Proveedor 479,MP07116,38.333333333333336,45.0,-6.666666666666667,3
2016,Proveedor 479,MP07144,26.333333333333332,45.0,-18.666666666666668,6
2016,Proveedor 479,MP07146,22.5,45.0,-22.5,4
2016,Proveedor 479,MP07161,45.0,45.0,0.0,1
2016,Proveedor 479,MP07168,40.0,45.0,-5.0,1
2016,Proveedor 479,MP07173,30.0,45.0,-15.0,1
2016,Proveedor 479,MP07191,30.0,45.0,-15.0,1
2016,Proveedor 479,MP07201,30.0,45.0,-15.0,1
2016,Proveedor 479,MP07227,30.0,45.0,-15.0,1
2016,Proveedor 479,MP07228,46.0,45.0,1.0,1
2016,Proveedor 479,MP07231,15.0,45.0,-30.0,1
2016,Proveedor 479,MP07232,22.0,45.0,-23.0,1
2016,Proveedor 479,MP07236,30.0,45.0,-15.0,1
2016,Proveedor 479,MP07237,32.0,45.0,-13.0,1
2016,Proveedor 479,MP07238,14.0,45.0,-31.0,1
2016,Proveedor 479,MP07239,15.0,45.0,-30.0,1
2016,Proveedor 479,MP07240,15.0,45.0,-30.0,1
2016,Proveedor 479,MP07244,39.0,45.0,-6.0,1
2016,Proveedor 479,MP07245,39.0,45.0,-6.0,1
2016,Proveedor 479,MP07246,15.0,45.0,-30.0,1
2016,Proveedor 479,MP07247,22.0,45.0,-23.0,1
2016,Proveedor 479,MP07248,14.0,45.0,-31.0,1
2016,Proveedor 479,MP07252,14.0,45.0,-31.0,1
2016,Proveedor 479,MP07255,45.0,45.0,0.0,1
2016,Proveedor 479,MP07256,45.0,45.0,0.0,1
2016,Proveedor 479,MP07257,45.0,45.0,0.0,1
2016,Proveedor 479,MP07258,45.0,45.0,0.0,1
2016,Proveedor 479,MP07259,45.0,45.0,0.0,1
2016,Proveedor 479,MP07260,40.0,45.0,-5.0,1
2016,Proveedor 479,MP07261,25.0,45.0,-20.0,1
2016,Proveedor 479,MP07265,57.0,45.0,12.0,1
2016,Proveedor 479,MP07266,40.0,45.0,-5.0,1
2016,Proveedor 479,MP07267,44.5,45.0,-0.5,2
2016,Proveedor 479,MP07274,44.0,45.0,-1.0,1
2016,Proveedor 479,MP07275,25.0,45.0,-20.0,1
2016,Proveedor 479,MP07276,39.0,45.0,-6.0,1
2016,Proveedor 479,MP07277,25.0,45.0,-20.0,1
2016,Proveedor 479,MP07278,45.0,45.0,0.0,1
2016,Proveedor 479,MP07279,45.0,45.0,0.0,1
2016,Proveedor 479,MP07282,39.0,45.0,-6.0,1
2016,Proveedor 479,MP07285,39.0,45.0,-6.0,1
2016,Proveedor 479,MP07289,59.0,45.0,14.0,1
2016,Proveedor 479,MP08001,25.0,45.0,-20.0,1
2016,Proveedor 479,MP08002,42.0,45.0,-3.0,2
2016,Proveedor 479,MP08003,32.75,45.0,-12.25,4
2016,Proveedor 479,MP08004,39.0,45.0,-6.0,1
2016,Proveedor 479,MP08008,30.666666666666668,45.0,-14.333333333333334,3
2016,Proveedor 479,MP08009,36.0,45.0,-9.0,4
2016,Proveedor 479,MP08011,25.0,45.0,-20.0,1
2016,Proveedor 479,MP08017,30.666666666666668,45.0,-14.333333333333334,3
2016,Proveedor 479,MP08022,30.666666666666668,45.0,-14.333333333333334,3
2016,Proveedor 479,MP08024,25.0,45.0,-20.0,1
2016,Proveedor 479,MP08032,14.0,45.0,-31.0,1
2016,Proveedor 479,MPAL,39.0,45.0,-6.0,1
2016,Proveedor 479,SE4100,39.0,45.0,-6.0,1
2016,Proveedor 479,SE4101,39.0,45.0,-6.0,1
2016,Proveedor 479,SE4102,39.0,45.0,-6.0,1
2016,Proveedor 491,MP021126,30.5,45.0,-14.5,2
2016,Proveedor 491,MP021506,53.0,45.0,8.0,1
2016,Proveedor 491,MP021507,44.0,45.0,-1.0,2
2016,Proveedor 491,MP021508,16.0,45.0,-29.0,2
2016,Proveedor 491,MP021579,19.0,45.0,-26.0,1
2016,Proveedor 491,MP021580,19.0,45.0,-26.0,1
2016,Proveedor 491,MP021582,43.0,45.0,-2.0,2
2016,Proveedor 491,MP025111,19.0,45.0,-26.0,1
2016,Proveedor 491,MP02520,12.0,45.0,-33.0,1
2016,Proveedor 491,MP025234,29.5,45.0,-15.5,8
2016,Proveedor 491,MP02527,36.666666666666664,45.0,-8.333333333333334,6
2016,Proveedor 491,MP025291,30.5,45.0,-14.5,2
2016,Proveedor 491,MP025292,45.666666666666664,45.0,0.6666666666666666,3
2016,Proveedor 491,MP025311,19.0,45.0,-26.0,1
2016,Proveedor 491,MP025321,24.333333333333332,45.0,-20.666666666666668,3
2016,Proveedor 491,MP025325,46.0,45.0,1.0,2
2016,Proveedor 491,MP025326,51.666666666666664,45.0,6.666666666666667,3
2016,Proveedor 491,MP025335,21.0,45.0,-24.0,1
2016,Proveedor 491,MP025336,11.0,45.0,-34.0,1
2016,Proveedor 491,MP02547,12.0,45.0,-33.0,1
2016,Proveedor 491,MP02551,36.333333333333336,45.0,-8.666666666666666,3
2016,Proveedor 491,MP025583,40.0,45.0,-5.0,2
2016,Proveedor 491,MP07001,25.5,45.0,-19.5,2
2016,Proveedor 491,MP07002,38.0,45.0,-7.0,5
2016,Proveedor 491,MP07016,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07019,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07021,30.0,45.0,-15.0,2
2016,Proveedor 491,MP07022,11.0,45.0,-34.0,1
2016,Proveedor 491,MP07025,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07028,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07034,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07039,37.8,45.0,-7.2,5
2016,Proveedor 491,MP07041,23.666666666666668,45.0,-21.333333333333332,3
2016,Proveedor 491,MP07063,41.0,45.0,-4.0,1
2016,Proveedor 491,MP07064,41.0,45.0,-4.0,1
2016,Proveedor 491,MP07067,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07097,19.0,45.0,-26.0,1
2016,Proveedor 491,MP07106,11.0,45.0,-34.0,1
2016,Proveedor 491,MP07124,21.0,45.0,-24.0,1
2016,Proveedor 491,MP07125,19.0,45.0,-26.0,1
2016,Proveedor 491,MP07136,16.0,45.0,-29.0,1
2016,Proveedor 491,MP07175,39.0,45.0,-6.0,1
2016,Proveedor 491,MP07180,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07188,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07189,12.0,45.0,-33.0,1
2016,Proveedor 491,MP07273,19.0,45.0,-26.0,1
2016,Proveedor 536,MP02868,42.5,10.0,32.5,2
2016,Proveedor 538,P5051,38.4,10.0,28.4,10
2016,Proveedor 538,P5081,31.454545454545453,10.0,21.454545454545453,11
2016,Proveedor 538,P5159,38.166666666666664,10.0,28.166666666666668,6
2016,Proveedor 538,P5221,30.375,10.0,20.375,8
2016,Proveedor 538,P7001,33.77777777777778,10.0,23.77777777777778,9
2016,Proveedor 539,MP04205,34.42857142857143,10.0,24.428571428571427,7
2016,Proveedor 539,MP04240,25.75,10.0,15.75,4
2016,Proveedor 539,MP04241,32.5,10.0,22.5,2
2016,Proveedor 539,MP04244,36.44444444444444,10.0,26.444444444444443,9
2016,Proveedor 539,MP04245,33.75,10.0,23.75,4
2016,Proveedor 558,MP02701,9.0,10.0,-1.0,1
2016,Proveedor 558,MP02702,17.0,10.0,7.0,1
2016,Proveedor 592,MP02866,39.0,45.0,-6.0,2
2016,Proveedor 592,MP02868,38.5,45.0,-6.5,2
2016,Proveedor 592,MP02869,36.0,45.0,-9.0,3
2016,Proveedor 592,MP02888,47.0,45.0,2.0,1
2016,Proveedor 593,MP03121,33.3125,10.0,23.3125,16
2016,Proveedor 593,MP03122,32.708333333333336,10.0,22.708333333333332,24
2016,Proveedor 593,MP03194,29.5,10.0,19.5,2
2016,Proveedor 593,MP03195,27.0,10.0,17.0,1
2016,Proveedor 603,P9117,44.0,45.0,-1.0,1
2016,Proveedor 603,P9158T,15.0,45.0,-30.0,1
2016,Proveedor 603,P9160T,36.875,45.0,-8.125,8
2016,Proveedor 603,P9183,40.75,45.0,-4.25,4
2016,Proveedor 603,P9191,51.0,45.0,6.0,2
2016,Proveedor 603,P9226T,31.5,45.0,-13.5,10
2016,Proveedor 603,P9227T,33.5,45.0,-11.5,8
2016,Proveedor 603,P9231T,23.166666666666668,45.0,-21.833333333333332,6
2016,Proveedor 603,P9232T,41.8,45.0,-3.2,5
2016,Proveedor 603,P9247T,31.11111111111111,45.0,-13.88888888888889,9
2016,Proveedor 603,P9252,42.0,45.0,-3.0,3
2016,Proveedor 603,P9253,46.333333333333336,45.0,1.3333333333333333,3
2016,Proveedor 603,P9263,29.0,45.0,-16.0,2
2016,Proveedor 603,P9289,36.0,45.0,-9.0,11
2016,Proveedor 603,P9301T,32.5,45.0,-12.5,2
2016,Proveedor 603,P9316,35.875,45.0,-9.125,8
2016,Proveedor 603,P9326,33.0,45.0,-12.0,3
2016,Proveedor 603,P9329,15.0,45.0,-30.0,1
2016,Proveedor 603,P9330,34.5,45.0,-10.5,4
2016,Proveedor 603,P9334T,37.25,45.0,-7.75,4
2016,Proveedor 603,P9335T,34.214285714285715,45.0,-10.785714285714286,14
2016,Proveedor 603,P9339T,39.666666666666664,45.0,-5.333333333333333,3
2016,Proveedor 603,P9342T,34.714285714285715,45.0,-10.285714285714286,7
2016,Proveedor 603,P9344T,33.083333333333336,45.0,-11.916666666666666,12
2016,Proveedor 603,P9358,46.0,45.0,1.0,2
2016,Proveedor 603,P9369,40.333333333333336,45.0,-4.666666666666667,6
2016,Proveedor 603,P9371,38.5,45.0,-6.5,4
2016,Proveedor 603,P9378T,37.0,45.0,-8.0,2
2016,Proveedor 603,P9386,14.0,45.0,-31.0,1
2016,Proveedor 603,P9475T,37.0,45.0,-8.0,3
2016,Proveedor 603,P9476,32.0,45.0,-13.0,10
2016,Proveedor 603,P9477,31.375,45.0,-13.625,8
2016,Proveedor 603,P9483,34.6,45.0,-10.4,5
2016,Proveedor 603,P9484T,31.5,45.0,-13.5,2
2016,Proveedor 603,P9485,39.333333333333336,45.0,-5.666666666666667,3
2016,Proveedor 603,P9489,34.27272727272727,45.0,-10.727272727272727,11
2016,Proveedor 603,P9492,36.857142857142854,45.0,-8.142857142857142,7
2016,Proveedor 603,P9495,33.8,45.0,-11.2,5
2016,Proveedor 603,P9496,41.333333333333336,45.0,-3.6666666666666665,3
2016,Proveedor 603,P9513,14.0,45.0,-31.0,1
2016,Proveedor 603,P9514,50.0,45.0,5.0,1
2016,Proveedor 603,P9516,44.0,45.0,-1.0,1
2016,Proveedor 603,P9526T,42.0,45.0,-3.0,3
2016,Proveedor 603,P9534,28.0,45.0,-17.0,1
2016,Proveedor 603,P9537T,52.0,45.0,7.0,1
2016,Proveedor 603,P9546,28.0,45.0,-17.0,1
2016,Proveedor 603,P98180,33.8,45.0,-11.2,5
2016,Proveedor 603,P9828T,21.5,45.0,-23.5,2
2016,Proveedor 603,P9834,30.0,45.0,-15.0,1
2016,Proveedor 603,P9876,28.666666666666668,45.0,-16.333333333333332,6
2016,Proveedor 603,P9894,37.0,45.0,-8.0,2
2016,Proveedor 605,MP02822,8.0,10.0,-2.0,1
2016,Proveedor 61,MP06158,35.0,10.0,25.0,1
2016,Proveedor 628,MP02985,24.0,10.0,14.0,1
2016,Proveedor 637,MP02703,22.0,10.0,12.0,1
2016,Proveedor 677,MP021132,33.0,45.0,-12.0,1
2016,Proveedor 677,MP021501,24.0,45.0,-21.0,2
2016,Proveedor 677,MP021502,16.333333333333332,45.0,-28.666666666666668,3
2016,Proveedor 677,MP021510,16.0,45.0,-29.0,2
2016,Proveedor 677,MP0215100,33.0,45.0,-12.0,1
2016,Proveedor 677,MP021511,21.0,45.0,-24.0,1
2016,Proveedor 677,MP021514,15.5,45.0,-29.5,2
2016,Proveedor 677,MP021515,25.0,45.0,-20.0,2
2016,Proveedor 677,MP021516,45.0,45.0,0.0,2
2016,Proveedor 677,MP021518,21.5,45.0,-23.5,2
2016,Proveedor 677,MP021519,21.5,45.0,-23.5,2
2016,Proveedor 677,MP021522,31.5,45.0,-13.5,2
2016,Proveedor 677,MP021525,15.0,45.0,-30.0,1
2016,Proveedor 677,MP021526,16.0,45.0,-29.0,1
2016,Proveedor 677,MP021527,16.0,45.0,-29.0,1
2016,Proveedor 677,MP021528,24.5,45.0,-20.5,4
2016,Proveedor 677,MP021536,22.0,45.0,-23.0,1
2016,Proveedor 677,MP021537,21.666666666666668,45.0,-23.333333333333332,3
2016,Proveedor 677,MP021541,21.5,45.0,-23.5,2
2016,Proveedor 677,MP021542,16.0,45.0,-29.0,1
2016,Proveedor 677,MP021543,15.0,45.0,-30.0,1
2016,Proveedor 677,MP021544,21.0,45.0,-24.0,1
2016,Proveedor 677,MP021559,33.0,45.0,-12.0,1
2016,Proveedor 677,MP021564,33.0,45.0,-12.0,1
2016,Proveedor 677,MP021577,15.0,45.0,-30.0,1
2016,Proveedor 677,MP023504,33.0,45.0,-12.0,1
2016,Proveedor 677,MP023508,23.0,45.0,-22.0,1
2016,Proveedor 677,MP023509,16.0,45.0,-29.0,1
2016,Proveedor 677,MP023511,33.0,45.0,-12.0,1
2016,Proveedor 677,MP023513,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025112,27.0,45.0,-18.0,3
2016,Proveedor 677,MP025114,24.5,45.0,-20.5,2
2016,Proveedor 677,MP025134,29.0,45.0,-16.0,5
2016,Proveedor 677,MP02520,30.4,45.0,-14.6,5
2016,Proveedor 677,MP025229,36.5,45.0,-8.5,4
2016,Proveedor 677,MP025264,25.25,45.0,-19.75,4
2016,Proveedor 677,MP025296,40.25,45.0,-4.75,4
2016,Proveedor 677,MP025317,27.5,45.0,-17.5,2
2016,Proveedor 677,MP02533,25.75,45.0,-19.25,4
2016,Proveedor 677,MP025340,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025341,16.0,45.0,-29.0,1
2016,Proveedor 677,MP025343,16.0,45.0,-29.0,1
2016,Proveedor 677,MP025344,15.0,45.0,-30.0,1
2016,Proveedor 677,MP025350,16.0,45.0,-29.0,1
2016,Proveedor 677,MP025352,16.0,45.0,-29.0,1
2016,Proveedor 677,MP025353,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025360,15.0,45.0,-30.0,1
2016,Proveedor 677,MP025366,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025368,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025371,50.0,45.0,5.0,1
2016,Proveedor 677,MP025372,50.0,45.0,5.0,1
2016,Proveedor 677,MP025391,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025393,22.0,45.0,-23.0,1
2016,Proveedor 677,MP025394,16.0,45.0,-29.0,1
2016,Proveedor 677,MP025406,50.0,45.0,5.0,1
2016,Proveedor 677,MP02547,24.5,45.0,-20.5,2
2016,Proveedor 677,MP025474,16.0,45.0,-29.0,1
2016,Proveedor 677,MP025488,16.0,45.0,-29.0,1
2016,Proveedor 677,MP025505,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025507,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025518,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025559,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025564,23.0,45.0,-22.0,1
2016,Proveedor 677,MP025577,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025596,16.0,45.0,-29.0,1
2016,Proveedor 677,MP025600,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025605,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025606,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025613,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025625,15.0,45.0,-30.0,1
2016,Proveedor 677,MP025631,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025634,15.0,45.0,-30.0,1
2016,Proveedor 677,MP025641,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025642,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025643,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025654,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025655,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025656,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025658,15.0,45.0,-30.0,1
2016,Proveedor 677,MP025660,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025661,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025665,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025674,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025676,33.0,45.0,-12.0,1
2016,Proveedor 677,MP025683,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025685,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025687,41.0,45.0,-4.0,1
2016,Proveedor 677,MP02570,33.75,45.0,-11.25,4
2016,Proveedor 677,MP025700,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025701,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025714,41.0,45.0,-4.0,1
2016,Proveedor 677,MP025717,41.0,45.0,-4.0,1
2016,Proveedor 677,MP02580,26.0,45.0,-19.0,5
2016,Proveedor 677,MP07003,18.333333333333332,45.0,-26.666666666666668,3
2016,Proveedor 677,MP07013,27.25,45.0,-17.75,4
2016,Proveedor 677,MP07014,30.666666666666668,45.0,-14.333333333333334,3
2016,Proveedor 677,MP07015,16.0,45.0,-29.0,3
2016,Proveedor 677,MP07017,20.25,45.0,-24.75,4
2016,Proveedor 677,MP07023,16.0,45.0,-29.0,1
2016,Proveedor 677,MP07025,38.0,45.0,-7.0,2
2016,Proveedor 677,MP07067,27.0,45.0,-18.0,5
2016,Proveedor 677,MP07150,33.0,45.0,-12.0,1
2016,Proveedor 677,MP07158,33.0,45.0,-12.0,1
2016,Proveedor 677,MP07163,16.0,45.0,-29.0,1
2016,Proveedor 677,MP07164,16.0,45.0,-29.0,1
2016,Proveedor 677,MP07165,16.0,45.0,-29.0,1
2016,Proveedor 677,MP07169,16.0,45.0,-29.0,1
2016,Proveedor 677,MP07182,33.0,45.0,-12.0,1
2016,Proveedor 677,MP07193,23.0,45.0,-22.0,1
2016,Proveedor 677,MP07194,23.0,45.0,-22.0,1
2016,Proveedor 677,MP07250,50.0,45.0,5.0,1
2016,Proveedor 677,MP07251,50.0,45.0,5.0,1
2016,Proveedor 677,MP07253,50.0,45.0,5.0,1
2016,Proveedor 677,SE4103,41.0,45.0,-4.0,1
2016,Proveedor 677,SE4104,41.0,45.0,-4.0,1
2016,Proveedor 677,SE4105,33.0,45.0,-12.0,1
2016,Proveedor 677,SE4117,41.0,45.0,-4.0,1
2016,Proveedor 7,MP02700,48.0,10.0,38.0,1
2016,Proveedor 707,P4293,33.666666666666664,20.0,13.666666666666666,6
2016,Proveedor 707,P4353,33.666666666666664,20.0,13.666666666666666,6
2016,Proveedor 707,P4383,30.5,20.0,10.5,8
2016,Proveedor 707,P4409,33.6,20.0,13.6,5
2016,Proveedor 707,P5050,30.5,20.0,10.5,8
2016,Proveedor 707,P5131,33.666666666666664,20.0,13.666666666666666,6
2016,Proveedor 707,P5154,30.5,20.0,10.5,8
2016,Proveedor 707,P5162,30.0,20.0,10.0,7
2016,Proveedor 707,P5180,33.666666666666664,20.0,13.666666666666666,6
2016,Proveedor 711,MP021134,41.0,45.0,-4.0,2
2016,Proveedor 711,MP021513,51.0,45.0,6.0,1
2016,Proveedor 711,MP021517,6.0,45.0,-39.0,1
2016,Proveedor 711,MP021520,35.0,45.0,-10.0,1
2016,Proveedor 711,MP021521,35.0,45.0,-10.0,1
2016,Proveedor 711,MP021523,35.0,45.0,-10.0,1
2016,Proveedor 711,MP021529,35.0,45.0,-10.0,1
2016,Proveedor 711,MP021530,29.0,45.0,-16.0,1
2016,Proveedor 711,MP021531,29.0,45.0,-16.0,1
2016,Proveedor 711,MP021532,45.0,45.0,0.0,1
2016,Proveedor 711,MP021533,29.0,45.0,-16.0,1
2016,Proveedor 711,MP021534,31.5,45.0,-13.5,2
2016,Proveedor 711,MP021545,29.0,45.0,-16.0,1
2016,Proveedor 711,MP021552,6.0,45.0,-39.0,1
2016,Proveedor 711,MP021553,6.0,45.0,-39.0,1
2016,Proveedor 711,MP021554,6.0,45.0,-39.0,1
2016,Proveedor 711,MP021555,56.0,45.0,11.0,1
2016,Proveedor 711,MP021566,6.0,45.0,-39.0,1
2016,Proveedor 711,MP021567,56.0,45.0,11.0,1
2016,Proveedor 711,MP021578,56.0,45.0,11.0,1
2016,Proveedor 711,MP021581,6.0,45.0,-39.0,1
2016,Proveedor 711,MP021596,47.0,45.0,2.0,1
2016,Proveedor 711,MP021597,56.0,45.0,11.0,1
2016,Proveedor 711,MP026200,29.0,45.0,-16.0,1
2016,Proveedor 711,MP026201,51.0,45.0,6.0,1
2016,Proveedor 711,MP026202,52.0,45.0,7.0,2
2016,Proveedor 711,MP026203,51.0,45.0,6.0,1
2016,Proveedor 711,MP026204,51.0,45.0,6.0,1
2016,Proveedor 711,MP026205,51.0,45.0,6.0,1
2016,Proveedor 711,MP026207,56.0,45.0,11.0,1
2016,Proveedor 711,MP026208,32.0,45.0,-13.0,2
2016,Proveedor 711,MP026210,51.0,45.0,6.0,1
2016,Proveedor 711,MP0262102,53.0,45.0,8.0,1
2016,Proveedor 711,MP0262105,47.0,45.0,2.0,1
2016,Proveedor 711,MP0262106,29.0,45.0,-16.0,1
2016,Proveedor 711,MP0262109,29.0,45.0,-16.0,1
2016,Proveedor 711,MP026212,40.0,45.0,-5.0,2
2016,Proveedor 711,MP0262122,29.0,45.0,-16.0,1
2016,Proveedor 711,MP0262123,29.0,45.0,-16.0,1
2016,Proveedor 711,MP0262124,47.0,45.0,2.0,1
2016,Proveedor 711,MP0262125,53.0,45.0,8.0,1
2016,Proveedor 711,MP0262128,53.0,45.0,8.0,1
2016,Proveedor 711,MP0262129,47.0,45.0,2.0,1
2016,Proveedor 711,MP026213,51.0,45.0,6.0,1
